acts,address,datefrom,dateto,day,district,filename,link,pahar,psdate,pstation,pstime,section,timefrom,timeto,full_charge,group_charge,hour
1 IPC 1860,"IN TRAIN VIKRAMSHILA EXP, AT ANAND VIHAR RLY STN",2016-12-17,2016-12-17,Saturday,RAILWAYS,8164004170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164004170016,2,2017-02-23,ANAND VIHAR RLY STN,15:05,379,04:00,04:00,Theft,Theft,4.0
1 IPC 1860,PF NO1AVRS NEW DELHI SIDE,2017-02-24,2017-02-24,Friday,RAILWAYS,8164004170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164004170017,2,2017-02-24,ANAND VIHAR RLY STN,07:00,379,06:10,06:10,Theft,Theft,6.0
1 IPC 1860,"IN SASARAM TRAIN G 12 COACH, PF N. 1 AVRS DELHI",2016-11-26,2016-11-26,Saturday,RAILWAYS,8164004170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164004170018,6,2017-02-24,ANAND VIHAR RLY STN,15:35,379,18:55,18:55,Theft,Theft,18.0
1 IPC 1860,"ANAND VIHAR RLY STATION, PF NO 3",2016-12-07,2016-12-07,Wednesday,RAILWAYS,8164004170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164004170021,3,2017-02-26,ANAND VIHAR RLY STN,18:25,379,08:00,08:00,Theft,Theft,8.0
1 IPC 1860,ANAND VIHAR RLY STATION,2017-01-14,2017-01-14,Saturday,RAILWAYS,8164004170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164004170022,2,2017-02-28,ANAND VIHAR RLY STN,00:55,379,06:15,06:15,Theft,Theft,6.0
1 IPC 1860,"SAPTKRANTI EXP TRAIN, PF NO. 1 ANAND VIHAR RLY STN, DELHI",2017-03-03,2017-03-03,Friday,RAILWAYS,8164004170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164004170025,5,2017-03-04,ANAND VIHAR RLY STN,17:30,363,14:00,14:00,Kidnapping,Kidnapping,14.0
1 IPC 1860,"STANDING SAPTKRANTI TRAIN, 8-11 COACH PF N. ‘I AVRS DELHI",2017-02-07,2017-02-07,Tuesday,RAILWAYS,8164004170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164004170028,5,2017-03-11,ANAND VIHAR RLY STN,16:30,379,15:50,15:50,Theft,Theft,15.0
1 IPC 1860,"PF 2 PALAM RLY STN, DELHI",2017-01-10,2017-01-10,Tuesday,RAILWAYS,8164041170002.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164041170002,4,2017-01-10,DELHI CANTT. RAILWAY STATION,19:40,308/34,12:00,12:00,culpable homicide,culpable homicide,12.0
1 IPC 1860,RUNNING TRAIN DELHI CANTT,2017-01-09,2017-01-09,Monday,RAILWAYS,8164041170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164041170003,1,2017-01-11,DELHI CANTT. RAILWAY STATION,14:00,380,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,DELHI CANTT RLY STN,2017-01-15,2017-01-15,Sunday,RAILWAYS,8164041170004.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164041170004,1,2017-01-15,DELHI CANTT. RAILWAY STATION,17:55,380,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,DELHI CANTT RAILWAY STATION,2016-12-28,2016-12-28,Wednesday,RAILWAYS,8164041170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164041170005,1,2017-01-16,DELHI CANTT. RAILWAY STATION,14:30,380,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,RUNNING TRAIN DELHI CANTT RLY,2016-12-31,2016-12-31,Saturday,RAILWAYS,8164041170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164041170006,2,2017-01-17,DELHI CANTT. RAILWAY STATION,10:00,380,06:30,06:30,Theft,Theft,6.0
1 IPC 1860,RUNNING TRAIN DELHI CANTT RLY,2017-01-18,2017-01-18,Wednesday,RAILWAYS,8164041170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164041170007,1,2017-01-18,DELHI CANTT. RAILWAY STATION,08:10,380,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,"P.F NO. 1, DELHI CANTT RLY STN, DELHI",2017-01-19,2017-01-19,Thursday,RAILWAYS,8164041170008.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164041170008,6,2017-01-19,DELHI CANTT. RAILWAY STATION,17:15,379,17:00,17:10,Theft,Theft,17.0
1 IPC 1860,DELHI CANTT RAILWAY STATION,2017-01-10,2017-01-10,Tuesday,RAILWAYS,8164041170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164041170009,1,2017-01-21,DELHI CANTT. RAILWAY STATION,10:00,380,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,"RUNNING TRAIN, DELHI CANTT RLY STN",2017-01-22,2017-01-22,Sunday,RAILWAYS,8164041170010.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164041170010,1,2017-01-22,DELHI CANTT. RAILWAY STATION,02:30,380,00:30,00:30,Theft,Theft,0.0
1 IPC 1860,RUNNING TRAIN PALAM RLY.STN,2016-12-05,2016-12-05,Monday,RAILWAYS,8164041170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164041170011,1,2017-01-30,DELHI CANTT. RAILWAY STATION,14:30,380,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,RUNNING TRAIN DELHI CANTT RLY,2017-02-03,2017-02-03,Friday,RAILWAYS,8164041170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164041170012,1,2017-02-04,DELHI CANTT. RAILWAY STATION,15:00,380,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,RUNNING TRAIN DELHI CANTT RLY,2017-01-21,2017-01-21,Saturday,RAILWAYS,8164041170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164041170013,1,2017-02-11,DELHI CANTT. RAILWAY STATION,10:30,380,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,PALAM RAILWAY STATION,2017-02-22,2017-02-22,Wednesday,RAILWAYS,8164041170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164041170014,4,2017-02-22,DELHI CANTT. RAILWAY STATION,12:05,379,10:00,10:00,Theft,Theft,10.0
1 IPC 1860,RUNNING TRAIN DELHI CANTT RLY,2017-02-20,2017-02-20,Monday,RAILWAYS,8164041170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164041170015,1,2017-02-28,DELHI CANTT. RAILWAY STATION,14:30,380,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,PF NO. ‘I DELHI CANTT RLY STN.,2017-03-01,2017-03-01,Wednesday,RAILWAYS,8164041170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164041170016,3,2017-03-01,DELHI CANTT. RAILWAY STATION,13:50,379,09:00,09:30,Theft,Theft,9.0
1 IPC 1860,RUNNING TRAIN DELHI CANTT RLY,2017-02-21,2017-02-21,Tuesday,RAILWAYS,8164041170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164041170017,2,2017-03-21,DELHI CANTT. RAILWAY STATION,11:30,380,04:15,04:15,Theft,Theft,4.0
1 IPC 1860,"RUNNING TRAIN NEAR, PALAM RLY STN",2017-03-22,2017-03-22,Wednesday,RAILWAYS,8164041170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164041170018,8,2017-03-23,DELHI CANTT. RAILWAY STATION,02:15,394,22:15,22:15,Robbery,Robbery,22.0
1 IPC 1860,"RUNNING TRAIN, DELHI CANTT RLY STN",2017-02-23,2017-02-23,Thursday,RAILWAYS,8164041170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164041170019,1,2017-03-24,DELHI CANTT. RAILWAY STATION,12:35,356/380,00:00,00:00,Snatching-Theft,Snatching,0.0
1 IPC 1860,DELHI CANTT RAILWAY STATION,2017-03-24,2017-03-24,Friday,RAILWAYS,8164041170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164041170020,5,2017-03-24,DELHI CANTT. RAILWAY STATION,13:30,380,13:00,13:15,Theft,Theft,13.0
1 IPC 1860,DELHI CANTT RAILWAY STATION,2017-03-27,2017-03-27,Monday,RAILWAYS,8164041170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164041170021,1,2017-03-27,DELHI CANTT. RAILWAY STATION,09:30,380,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,DELHI CANTT RAILWAY STATION,2017-02-03,2017-02-03,Friday,RAILWAYS,8164041170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164041170022,1,2017-03-30,DELHI CANTT. RAILWAY STATION,00:00,379,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,BIJWASAN RAILWAY STATION,2017-02-11,2017-02-11,Saturday,RAILWAYS,8164041170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164041170023,1,2017-03-30,DELHI CANTT. RAILWAY STATION,11:00,380,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,"WAITING ROOM, DCRS",2017-03-31,2017-03-31,Friday,RAILWAYS,8164041170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164041170024,8,2017-04-01,DELHI CANTT. RAILWAY STATION,17:35,380,23:00,23:00,Theft,Theft,23.0
1 IPC 1860,"RUNNING TRAIN DELHI CANTT, RAILWAY STATION",2017-03-07,2017-03-07,Tuesday,RAILWAYS,8164041170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164041170025,7,2017-04-06,DELHI CANTT. RAILWAY STATION,10:40,379,20:30,20:30,Theft,Theft,20.0
1 IPC 1860,"RUNNING TRAIN DELHI CANTT, RAILWAY STATION",2017-03-09,2017-03-09,Thursday,RAILWAYS,8164041170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164041170026,1,2017-04-11,DELHI CANTT. RAILWAY STATION,09:30,380,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,"RUNNING TRAIN DELHI CANTT, RAILWAY STATION",2017-03-26,2017-03-26,Sunday,RAILWAYS,8164041170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164041170027,2,2017-04-15,DELHI CANTT. RAILWAY STATION,10:00,380,04:00,04:00,Theft,Theft,4.0
1 IPC 1860,"RUNNING TRAIN, DELHI CANTT RAILWAY STATION",2017-04-19,2017-04-19,Wednesday,RAILWAYS,8164041170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164041170029,1,2017-04-19,DELHI CANTT. RAILWAY STATION,12:10,380,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,"RUNNING TRAIN, DELHI CANTT RLY STN",2017-04-08,2017-04-08,Saturday,RAILWAYS,8164041170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164041170030,2,2017-04-25,DELHI CANTT. RAILWAY STATION,14:05,380,04:00,04:00,Theft,Theft,4.0
1 IPC 1860,"TICKET KHIDKI H N DIN RLY, STN SARAI KALLE KHA",2017-01-04,2017-01-04,Wednesday,RAILWAYS,8164032170002.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164032170002,3,2017-01-04,HAZRAT NIZAMUDDIN RLY STN,13:00,419/420/34,07:30,07:30,cheating,cheating,7.0
1 IPC 1860,"P F NO 6. 7 HNRS, DELHI SIDE",2017-01-06,2017-01-06,Friday,RAILWAYS,8164032170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164032170003,3,2017-01-06,HAZRAT NIZAMUDDIN RLY STN,09:25,379/411/34,08:00,08:00,Theft,Theft,8.0
1 IPC 1860,"PF NO 2, H N DIN RLY STN",2017-01-06,2017-01-06,Friday,RAILWAYS,8164032170004.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164032170004,5,2017-01-06,HAZRAT NIZAMUDDIN RLY STN,15:20,379,15:00,15:00,Theft,Theft,15.0
1 IPC 1860,"IN TRAIN NO. 12780, H N DIN RLY STN",2016-12-26,2016-12-26,Monday,RAILWAYS,8164032170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164032170005,1,2017-01-07,HAZRAT NIZAMUDDIN RLY STN,00:10,379,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,"IN TRAIN NO. 19019, H N DIN RLY STN",2016-12-06,2016-12-06,Tuesday,RAILWAYS,8164032170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164032170006,1,2017-01-07,HAZRAT NIZAMUDDIN RLY STN,00:20,379,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,"IN TRAIN NO 22182, H N DIN RLY STN",2016-12-24,2016-12-24,Saturday,RAILWAYS,8164032170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164032170007,1,2017-01-07,HAZRAT NIZAMUDDIN RLY STN,10:00,379,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,"PARCHAL SIDE,, H N DIN RLY STN. DELHI",2017-01-06,2017-01-06,Friday,RAILWAYS,8164032170008.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164032170008,8,2017-01-07,HAZRAT NIZAMUDDIN RLY STN,19:00,363,22:00,22:00,Kidnapping,Kidnapping,22.0
1 IPC 1860,"IN TRAIN NO. 19019, H N DIN RLY STN",2016-12-21,2016-12-21,Wednesday,RAILWAYS,8164032170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164032170009,1,2017-01-08,HAZRAT NIZAMUDDIN RLY STN,00:05,379,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,"IN TRAIN NO. 19019, H N DIN RLY STN",2016-12-27,2016-12-27,Tuesday,RAILWAYS,8164032170010.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164032170010,1,2017-01-08,HAZRAT NIZAMUDDIN RLY STN,00:20,379,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,"IN TRAIN NO. 12780, H N DIN RLY STN",2016-12-27,2016-12-27,Tuesday,RAILWAYS,8164032170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164032170011,1,2017-01-09,HAZRAT NIZAMUDDIN RLY STN,16:45,379,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,"IN TRAIN, H N DIN RLY STN",2016-12-21,2016-12-21,Wednesday,RAILWAYS,8164032170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164032170012,1,2017-01-10,HAZRAT NIZAMUDDIN RLY STN,00:05,379,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,"IN TRAIN NO. 12190, H N DIN RLY STN",2016-12-25,2016-12-25,Sunday,RAILWAYS,8164032170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164032170013,1,2017-01-13,HAZRAT NIZAMUDDIN RLY STN,08:30,379,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,"IN TRAIN NO. 22918, H N DIN RLY STN",2016-12-09,2016-12-09,Friday,RAILWAYS,8164032170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164032170014,2,2017-01-13,HAZRAT NIZAMUDDIN RLY STN,19:10,379,06:30,06:30,Theft,Theft,6.0
1 IPC 1860,H N DIN RLY STN. DELHI,2016-12-28,2016-12-28,Wednesday,RAILWAYS,8164032170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164032170015,1,2017-01-14,HAZRAT NIZAMUDDIN RLY STN,00:05,379,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,"PF NO. ‘I, H N DIN RLY STN",2017-01-14,2017-01-14,Saturday,RAILWAYS,8164032170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164032170016,1,2017-01-14,HAZRAT NIZAMUDDIN RLY STN,06:45,379,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,"IN TRAIN 19019, H N DIN RLY STN",2016-12-27,2016-12-27,Tuesday,RAILWAYS,8164032170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164032170017,1,2017-01-15,HAZRAT NIZAMUDDIN RLY STN,13:00,379,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,"IN TRAIN 12172, H N DIN RLY STN",2016-12-07,2016-12-07,Wednesday,RAILWAYS,8164032170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164032170018,1,2017-01-16,HAZRAT NIZAMUDDIN RLY STN,07:50,379,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,"IN TRAIN NO 19019, H N DIN RLY STN",2016-12-20,2016-12-20,Tuesday,RAILWAYS,8164032170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164032170019,2,2017-01-16,HAZRAT NIZAMUDDIN RLY STN,22:05,379,05:00,05:00,Theft,Theft,5.0
1 IPC 1860,"PF NO. 7, H.N. DIN RLY STN",2016-12-11,2016-12-11,Sunday,RAILWAYS,8164032170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164032170020,7,2017-01-17,HAZRAT NIZAMUDDIN RLY STN,19:35,356/379,20:30,20:30,Snatching-Theft,Snatching,20.0
1 IPC 1860,"IN TRAIN NO. 19307, H N DIN RLY STN",2016-12-02,2016-12-02,Friday,RAILWAYS,8164032170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164032170021,1,2017-01-17,HAZRAT NIZAMUDDIN RLY STN,21:20,379,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,H N DIN RLY STN,2016-12-31,2016-12-31,Saturday,RAILWAYS,8164032170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164032170022,1,2017-01-18,HAZRAT NIZAMUDDIN RLY STN,12:00,379,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,"IN TRAIN NO. 12156, H N DIN RLY STN",2016-12-29,2016-12-29,Thursday,RAILWAYS,8164032170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164032170023,1,2017-01-18,HAZRAT NIZAMUDDIN RLY STN,15:00,379,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,"IN TRAIN NO. 12156, H N DIN RLY STN",2016-12-29,2016-12-29,Thursday,RAILWAYS,8164032170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164032170024,1,2017-01-18,HAZRAT NIZAMUDDIN RLY STN,16:00,379,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,"IN TRAIN NO. 12450, H N DIN RLY STN",2016-12-31,2016-12-31,Saturday,RAILWAYS,8164032170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164032170025,1,2017-01-18,HAZRAT NIZAMUDDIN RLY STN,21:55,379,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,"IN TRAIN MEWAR EXP., H N DIN RLY STN",2016-12-30,2016-12-30,Friday,RAILWAYS,8164032170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164032170026,1,2017-01-19,HAZRAT NIZAMUDDIN RLY STN,00:05,379,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,"IN TRAIN 19019, H N DIN RLY STN",2016-12-30,2016-12-30,Friday,RAILWAYS,8164032170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164032170027,1,2017-01-19,HAZRAT NIZAMUDDIN RLY STN,00:25,379,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,"IN TRAIN 12060, H N DIN RLY STN",2017-01-09,2017-01-09,Monday,RAILWAYS,8164032170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164032170028,5,2017-01-20,HAZRAT NIZAMUDDIN RLY STN,00:05,379,14:45,14:45,Theft,Theft,14.0
1 IPC 1860,"IN TRAIN NO.19326,PF NO 2, H N DIN RLY STN",2016-12-29,2016-12-29,Thursday,RAILWAYS,8164032170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164032170029,5,2017-01-20,HAZRAT NIZAMUDDIN RLY STN,08:05,379,13:30,13:30,Theft,Theft,13.0
1 IPC 1860,H N DIN RLY STN,2017-01-04,2017-01-04,Wednesday,RAILWAYS,8164032170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164032170030,1,2017-01-20,HAZRAT NIZAMUDDIN RLY STN,12:30,379,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,"IN TRAIN KARNATAKA EXP, NDRS",2016-12-23,2016-12-23,Friday,RAILWAYS,8164026170002.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164026170002,7,2017-01-02,NEW DELHI RLY. STN,14:40,379,21:30,21:30,Theft,Theft,21.0
1 IPC 1860,"IN TRAIN PUNJAB MAIL 12137, NDRS",2016-12-16,2016-12-16,Friday,RAILWAYS,8164026170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164026170003,2,2017-01-04,NEW DELHI RLY. STN,12:15,379,05:30,05:30,Theft,Theft,5.0
1 IPC 1860,"IN TRAIN SAWRAN JAYANTI RAJDHANI EXP, NDRS",2016-12-22,2016-12-22,Thursday,RAILWAYS,8164026170004.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164026170004,7,2017-01-04,NEW DELHI RLY. STN,17:15,379,19:35,19:35,Theft,Theft,19.0
1 IPC 1860,"IN TRAIN SHANE PUNJAB EXP, NDRS",2016-12-29,2016-12-29,Thursday,RAILWAYS,8164026170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164026170006,2,2017-01-06,NEW DELHI RLY. STN,16:50,379,06:00,06:00,Theft,Theft,6.0
1 IPC 1860,"AG SIDE, NDRS",2017-01-01,2017-01-01,Sunday,RAILWAYS,8164026170008.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164026170008,5,2017-01-07,NEW DELHI RLY. STN,18:45,379,15:45,15:45,Theft,Theft,15.0
1 IPC 1860,"MAIN HALL AG SIDE, NDRS",2017-01-07,2017-01-07,Saturday,RAILWAYS,8164026170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164026170009,7,2017-01-07,NEW DELHI RLY. STN,20:00,379,19:15,19:40,Theft,Theft,19.0
1 IPC 1860,"IN TRAIN BHUVNESHAWAR RAJDHANI EXP, NDRS",2016-12-04,2016-12-04,Sunday,RAILWAYS,8164026170010.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164026170010,6,2017-01-08,NEW DELHI RLY. STN,12:00,379,18:40,18:40,Theft,Theft,18.0
1 IPC 1860,"TILAK BRIDGE RAILWAY STATION, NDRS",2017-01-10,2017-01-10,Tuesday,RAILWAYS,8164026170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164026170012,1,2017-01-10,NEW DELHI RLY. STN,08:10,379,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,"PF NO. 4/5, NDRS",2016-10-31,2016-10-31,Monday,RAILWAYS,8164026170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164026170013,2,2017-01-10,NEW DELHI RLY. STN,14:00,379,06:00,06:00,Theft,Theft,6.0
1 IPC 1860,"IN TRAIN ANDAMAN EXP NO. 16031, NDRS",2016-12-16,2016-12-16,Friday,RAILWAYS,8164026170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164026170015,1,2017-01-12,NEW DELHI RLY. STN,10:30,379,02:00,02:00,Theft,Theft,2.0
1 IPC 1860,"IN RUNNING TRAIN SHATABDI EXP, NDRS",2017-01-12,2017-01-12,Thursday,RAILWAYS,8164026170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164026170016,4,2017-01-12,NEW DELHI RLY. STN,13:30,379,12:00,12:00,Theft,Theft,12.0
1 IPC 1860,P.F.NO- 16 LUCKNOW MAIL,2017-01-03,2017-01-03,Tuesday,RAILWAYS,8164026170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164026170017,8,2017-01-13,NEW DELHI RLY. STN,00:15,379,22:00,22:00,Theft,Theft,22.0
1 IPC 1860,"PG SIDE IN FRONT OF MAIN HOLL, NDRS",2017-01-13,2017-01-13,Friday,RAILWAYS,8164026170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164026170018,4,2017-01-13,NEW DELHI RLY. STN,12:45,379/411,11:30,11:30,Theft,Theft,11.0
1 IPC 1860,PF NOB/7 NDRS,2017-01-14,2017-01-14,Saturday,RAILWAYS,8164026170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164026170019,2,2017-01-14,NEW DELHI RLY. STN,07:30,379,06:30,06:30,Theft,Theft,6.0
1 IPC 1860,"IN TRAIN TUFAN EXP, NDRS",2017-01-16,2017-01-16,Monday,RAILWAYS,8164026170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164026170023,1,2017-01-16,NEW DELHI RLY. STN,11:20,379,01:49,01:49,Theft,Theft,1.0
1 IPC 1860,"PF NO. 10/11, NDRS",2017-01-16,2017-01-16,Monday,RAILWAYS,8164026170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164026170024,5,2017-01-16,NEW DELHI RLY. STN,17:10,379,15:15,15:15,Theft,Theft,15.0
1 IPC 1860,"IN TRAIN DEHRADUN JANSHATABDI EXP NO. 12056, NDRS",2017-01-14,2017-01-14,Saturday,RAILWAYS,8164026170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164026170025,4,2017-01-17,NEW DELHI RLY. STN,10:00,379,12:00,12:00,Theft,Theft,12.0
1 IPC 1860,"PF NO. 14/15, NDRS",2017-01-17,2017-01-17,Tuesday,RAILWAYS,8164026170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164026170027,6,2017-01-17,NEW DELHI RLY. STN,19:20,379,18:00,18:00,Theft,Theft,18.0
1 IPC 1860,"IN TRAIN PUNJAB MAIL, 12137, NIZAMUDDIN TO NDRS",2016-12-16,2016-12-16,Friday,RAILWAYS,8164026170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164026170030,2,2017-01-18,NEW DELHI RLY. STN,03:00,379,05:30,05:30,Theft,Theft,5.0
1 IPC 1860,"RUNNING TRAIN EMU KHURJA RLY, TRACK LOHA PULL ODRS",2017-01-04,2017-01-04,Wednesday,RAILWAYS,8164025170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164025170003,6,2017-01-04,OLD DELHI (DELHI MAIN) RLY. STN,21:45,394/34,18:10,18:10,Robbery,Robbery,18.0
1 IPC 1860,OLD DELHI RLY STATION,2017-01-05,2017-01-05,Thursday,RAILWAYS,8164025170004.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164025170004,7,2017-01-05,OLD DELHI (DELHI MAIN) RLY. STN,20:42,379,20:00,20:00,Theft,Theft,20.0
